SMILES,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,Solubility_mg_L
CCc1occc(=O)c1O,140.13799999999998,0.9078,36.0208,10.0,3.0,1.0,3.0,1.0,54.0,1.0,0.0,0.0,1.0,50.44,57.921860024539,3.278727060179412,274.4248627543818,9345.40000007563
Cc1c(Cl)cccc1[N+](=O)[O-],171.58299999999997,2.556620000000001,42.84340000000001,11.0,2.0,0.0,4.0,1.0,58.0,1.0,0.0,0.0,1.0,43.14,68.75258718327504,3.2735808215375437,298.4920897763861,92.0000000051291
CCCOC(C)OCCc1ccccc1,208.301,3.0183000000000018,61.80300000000005,15.0,2.0,0.0,2.0,7.0,84.0,1.0,0.0,0.0,1.0,18.46,92.21308837928702,2.107711727425716,245.9726825324672,86.0000000091641
O=[N+]([O-])c1cc(Cl)ccc1Cl,192.001,2.9016,43.11640000000001,11.0,2.0,0.0,5.0,1.0,58.0,1.0,0.0,0.0,1.0,43.14,72.6909112957601,3.232208870305491,300.6337992264623,82.9999999946511
CCCCCOC(=O)CC,144.21399999999997,2.1298000000000004,40.775000000000006,10.0,2.0,0.0,2.0,5.0,60.0,0.0,0.0,0.0,0.0,26.3,62.568913158156434,2.9617756061821483,89.25838096618138,809.999999945684
NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1,505.4580000000001,3.3366000000000007,144.84099999999995,34.0,2.0,6.0,12.0,9.0,182.0,2.0,0.0,0.0,2.0,177.57999999999998,208.78502802199785,1.6055010522560953,931.4857205859424,800.000000039498
C/C=C1\CC2C=CC1C2,120.19499999999996,2.5287000000000006,39.111,9.0,0.0,0.0,0.0,0.0,48.0,0.0,1.0,2.0,2.0,0.0,56.26791957157544,2.289029629311208,174.47733175670794,80.0000000008792
O=C(OCc1ccccc1)c1ccccc1O,228.247,2.7492000000000014,63.66830000000004,17.0,3.0,1.0,3.0,3.0,86.0,2.0,0.0,0.0,2.0,46.53,99.28768263610088,2.012836803765173,505.8855887837592,8.79999999952393
CCOCCCNS(=O)(=O)c1ccc(Oc2cc(O)c3c(c2N)C(=O)c2ccccc2C3=O)cc1,496.5410000000003,3.2470000000000008,128.64070000000004,35.0,8.0,3.0,10.0,9.0,182.0,3.0,0.0,1.0,4.0,145.01999999999998,202.0892523632052,1.5631390042113944,1400.0578954248858,8.09999999928979
CCO,46.069,-0.0014,12.759800000000002,3.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,20.23,19.89842689442217,1.6329931618554523,2.754887502163468,789000.000003177
COc1ccc(OC)cc1,138.166,1.7038,39.546000000000014,10.0,2.0,0.0,2.0,2.0,54.0,1.0,0.0,0.0,1.0,18.46,60.38837780730394,2.7972512629697874,167.91749419417292,785.000000011127
c1ccc(CCOC2CCCCC2)cc1,204.313,3.578400000000003,62.971000000000046,15.0,1.0,0.0,1.0,4.0,82.0,1.0,1.0,1.0,2.0,9.23,92.4586541106475,1.6585370561432664,261.9270062938867,780.199999939886
O=C1CCCCCCCCCCC(=O)OCCO1,256.3419999999999,2.987400000000002,68.08800000000005,18.0,4.0,0.0,4.0,0.0,104.0,0.0,1.0,1.0,1.0,52.60000000000001,109.02780202055756,2.218727882452173,224.178546460492,75.0000000000696
Clc1cccc(C(Cl)(Cl)Cl)n1,230.909,3.5617,48.48400000000001,11.0,1.0,0.0,5.0,0.0,60.0,1.0,0.0,0.0,1.0,12.89,84.22905812236677,3.059901692217984,255.0043502283665,72.0000000080127
Nc1c(N=Nc2cc(Nc3nc(Cl)nc(Nc4cccc(S(=O)(=O)CCOS(=O)(=O)[O-])c4)n3)ccc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])c(N=Nc3ccc4c(S(=O)(=O)[O-])cccc4c3S(=O)(=O)[O-])c(O)c12.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],1357.5010000000002,-14.767799999999998,254.12959999999984,83.0,32.0,4.0,46.0,18.0,408.0,7.0,0.0,0.0,7.0,544.9899999999999,608.0427691950077,5.740826717453615e-06,4584.921612054789,71733.0000016635
Nc1ccc(-c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,344.37,1.0114000000000003,80.33200000000002,22.0,6.0,4.0,10.0,3.0,118.0,2.0,0.0,0.0,2.0,160.78,126.42555073966766,2.9042918373144078,872.0769291820837,699.999999983577
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,398.47700000000026,4.594400000000005,102.64350000000007,26.0,7.0,0.0,8.0,21.0,158.0,0.0,0.0,0.0,0.0,72.45000000000002,159.1741490240883,4.044873528639152,281.1125944136552,663.499999966915
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,292.766,3.729300000000002,77.80600000000004,20.0,4.0,0.0,5.0,4.0,106.0,2.0,0.0,0.0,2.0,44.120000000000005,122.89526345692909,2.281223550397853,570.9210237184805,58.0000000033429
COc1cc(C=O)ccc1OC(=O)C(C)C,222.23999999999995,2.0691,58.85450000000003,16.0,4.0,0.0,4.0,4.0,86.0,1.0,0.0,0.0,1.0,52.6,94.1711904649779,2.954802731740674,396.00527574751527,573.000000034502
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@@H]2O,286.415,3.655200000000003,82.62280000000004,21.0,2.0,1.0,2.0,0.0,114.0,0.0,3.0,4.0,4.0,37.3,126.86143426072285,1.704682463176863,545.7696078462164,57.0999999953395
NC(N)=O,60.056,-0.9762000000000002,13.7708,4.0,1.0,2.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,69.11,23.580554521898744,2.8030394876740514,29.019550008653876,544999.999977018
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Fe],195.895,-0.19005,19.6475,11.0,0.0,0.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,99.5,74.220200949628,-6.944444441872428e-09,73.43782579026443,99.9999999901001
Nc1cccc(Cl)c1,127.574,1.9222,35.86440000000001,8.0,1.0,1.0,2.0,0.0,42.0,1.0,0.0,0.0,1.0,26.02,53.07456004339135,3.077660437970554,168.38833891467198,5400.0000004876
CC(C)=CCC/C(C)=C\CCC=O,180.291,3.6582000000000026,57.72000000000004,13.0,1.0,0.0,1.0,6.0,74.0,0.0,0.0,0.0,0.0,17.07,81.5359303218675,3.601299450598324,195.17001630580293,52.1999999983115
CNc1ccc(O)cc1.CNc1ccc(O)cc1.O=S(=O)(O)O,344.38900000000007,2.2149999999999994,89.48440000000005,23.0,6.0,6.0,9.0,2.0,128.0,2.0,0.0,0.0,2.0,139.12,134.55010937131544,3.317460287044029e-07,603.1717764855623,50000.0000034331
CC(C)CC(=O)CC(C)C,142.242,2.6477000000000013,43.917000000000016,10.0,1.0,0.0,1.0,4.0,60.0,0.0,0.0,0.0,0.0,17.07,63.82031004304616,3.4443870603345483,91.29589375350572,499.999999942468
C=CCc1ccc(OC)c(OC)c1,178.23099999999997,2.432300000000001,53.44700000000004,13.0,2.0,0.0,2.0,4.0,70.0,1.0,0.0,0.0,1.0,18.46,78.79360111830951,2.975326756105488,292.141794956603,499.999999955767
Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,239.252,1.3743,59.83980000000002,16.0,4.0,3.0,6.0,1.0,84.0,2.0,0.0,0.0,2.0,100.62,91.8758281104815,2.851898648979944,663.8185193123855,499.999999958066
C=CC(=O)OC1C[C@@H]2CC[C@@]1(C)C2(C)C,208.301,2.930400000000001,59.30600000000004,15.0,2.0,0.0,2.0,2.0,84.0,0.0,2.0,2.0,2.0,26.3,91.69235839089676,2.1860629445674684,305.6578138422799,5.43999999989561
O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,273.291,3.397600000000001,79.58700000000003,21.0,3.0,0.0,3.0,1.0,100.0,3.0,0.0,1.0,4.0,47.03,120.80184922799084,1.8649637073068857,863.3687317678385,5.43800000026703
CC/C=C/CCOC(=O)c1ccccc1O,220.26800000000003,2.9053000000000018,62.43730000000004,16.0,3.0,1.0,3.0,5.0,86.0,1.0,0.0,0.0,1.0,46.53,95.36569596983564,2.4144167341440093,369.1953853570544,5.00000000057461
C=CC(=C)CCCC(C)(C)OC(C)=O,196.29,3.2406000000000024,59.03300000000005,14.0,2.0,0.0,2.0,6.0,80.0,0.0,0.0,0.0,0.0,26.3,86.64947555137438,3.808919296563423,226.4762283888888,49.6000000031781
Cc1ccc([N+](=O)[O-])cc1Cl,171.583,2.556620000000001,42.84340000000002,11.0,2.0,0.0,4.0,1.0,58.0,1.0,0.0,0.0,1.0,43.14,68.75258718327503,3.1515496683060507,298.4920897763861,49.0000000046546
CCCN(CCC)CCC,143.27399999999997,2.5184000000000006,47.31300000000002,10.0,1.0,0.0,1.0,6.0,62.0,0.0,0.0,0.0,0.0,3.24,65.41862161320577,3.2950821163049606,47.48394345536403,482.999999969492
CC(C)CCOC(=O)CC(C)C,172.26799999999997,2.621800000000001,49.86900000000003,12.0,2.0,0.0,2.0,5.0,72.0,0.0,0.0,0.0,0.0,26.3,75.29879738694964,3.319780860655868,127.80026905978023,48.0999999992163
FC(F)C(F)(F)F,120.02,1.8138,12.059,7.0,0.0,0.0,5.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,35.93187015685733,3.541196965079901,51.5907190016011,4600.00000051375
CCCCC(CC)C(=O)OOC(C)(C)C,216.321,3.4761000000000024,60.23600000000005,15.0,3.0,0.0,3.0,6.0,90.0,0.0,0.0,0.0,0.0,35.53,93.07152216098804,3.935059941711701,181.79647817569148,46.2999999986414
CC(C)(O)CCc1ccccc1,164.24800000000002,2.3901000000000003,51.06080000000004,12.0,1.0,1.0,1.0,3.0,66.0,1.0,0.0,0.0,1.0,20.23,74.05034744367602,2.4419972385383093,220.5094703235208,4569.4130006101
COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,358.4780000000001,5.377000000000007,105.71160000000005,26.0,4.0,2.0,4.0,3.0,142.0,2.0,0.0,0.0,2.0,58.92,155.95347643293286,2.8771808261251564,738.8577898520662,0.0600000000051274
Nc1ccc(S(=O)(=O)O)cc1S(=O)(=O)O,253.257,-0.2377999999999998,50.4836,15.0,5.0,3.0,9.0,2.0,84.0,1.0,0.0,0.0,1.0,134.76,86.02856583659091,3.5736560953504446,588.0481762992183,4299.99999978062
CC/C(C)=C/CC/C(C)=C/C#N,163.26399999999998,3.592780000000002,52.65200000000004,12.0,1.0,0.0,1.0,4.0,66.0,0.0,0.0,0.0,0.0,23.79,75.40204578889583,3.716287221385498,215.64883668805288,41.9999999995916
Cc1cccc2n[nH]nc12,133.15400000000002,1.26632,38.6257,10.0,2.0,1.0,3.0,0.0,50.0,2.0,0.0,0.0,2.0,41.57,58.06337328534556,2.950090305322589,350.378705924098,4049.40000025857
CCCCCOC(=O)CCCC,172.26799999999994,2.910000000000001,50.00900000000004,12.0,2.0,0.0,2.0,7.0,72.0,0.0,0.0,0.0,0.0,26.3,75.29879738694966,3.0837207939517115,110.40620687739316,40.8999999961777
CCCC(CC)CCCCCCCN,199.38199999999995,4.112000000000003,65.44540000000006,14.0,1.0,1.0,1.0,10.0,86.0,0.0,0.0,0.0,0.0,26.02,90.4584470976016,3.1539823050073923,101.40868524464068,39.9999999965328
CCCCC(CC)COC(=O)CS,204.335,2.675800000000001,58.118000000000045,13.0,3.0,1.0,3.0,7.0,78.0,0.0,0.0,0.0,0.0,26.3,86.45386405035137,3.522832498633061,136.88643538696058,4.73000000017253
O=C1NS(=O)(=O)c2ccccc21,183.188,0.1186999999999999,41.094000000000015,12.0,3.0,1.0,5.0,0.0,62.0,1.0,0.0,1.0,2.0,63.24,69.26267425643123,2.828397697128564,449.4742221869951,3900.00000033054
C=CCOC(=O)CCCCC,156.225,2.2959000000000005,45.29800000000002,11.0,2.0,0.0,2.0,6.0,64.0,0.0,0.0,0.0,0.0,26.3,68.24425224036881,3.151008352942726,118.73114066028502,382.999999974269
BrCCCCBr,215.916,2.556400000000001,36.822,6.0,0.0,0.0,2.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,55.569172582302095,2.3390923149762908,17.509775004326936,349.999999962486
CCCCCCCCCC(=O)N(C)C,199.338,3.215300000000002,61.30400000000005,14.0,1.0,0.0,2.0,8.0,84.0,0.0,0.0,0.0,0.0,20.31,88.67497005643939,3.0958455805317366,143.25715550266415,340.000000028826
CCCCCCCCCCCC1=NCCN1CCO,268.44499999999994,3.613700000000003,82.80480000000006,19.0,3.0,1.0,3.0,12.0,112.0,0.0,0.0,1.0,1.0,35.83,118.65694149850898,1.9026512205593904,240.9034322441643,33.8999999995321
FC(F)(F)Br,148.909,1.9011,14.982,5.0,0.0,0.0,4.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,35.10340484224961,3.0237157840738176,22.36452797660028,320.000000006736
O=C(O)CCP(=O)(O)c1ccccc1,214.15700000000004,1.057,53.021100000000025,14.0,2.0,2.0,5.0,4.0,76.0,1.0,0.0,0.0,1.0,74.6,81.6524892253432,2.759325797670845,360.3345205930412,31799.9999970701
Clc1nc2ccccc2s1,169.63599999999997,2.9497,44.63000000000002,10.0,2.0,0.0,3.0,0.0,50.0,2.0,0.0,0.0,2.0,12.89,67.27634512947184,2.876510166944625,322.1335934262614,314.000000010501
Cc1cc(C)c(N)c(S(=O)(=O)O)c1,201.247,1.13234,50.143000000000015,13.0,3.0,2.0,5.0,1.0,72.0,1.0,0.0,0.0,1.0,80.39,77.12981405534352,3.5578708456539707,436.94751570166727,3049.20000027136
O=c1[nH]c2ccccc2c(=O)o1,163.13199999999995,0.4813,43.10470000000001,12.0,3.0,1.0,4.0,0.0,60.0,2.0,0.0,0.0,2.0,63.07,66.46057665627525,3.0939322696636298,523.3042779533675,299.999999968503
O=[Te]=O,159.59799999999998,-0.6184000000000001,7.126999999999999,3.0,2.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,34.14,27.662276756143093,3.2659863237109046,23.774437510817343,30.720000002433
O=C([O-])[O-].O=C([O-])[O-].O=C([O-])[O-].[Ce+3].[Ce+3],460.256,-7.341000000000001,16.188,14.0,9.0,0.0,11.0,0.0,74.0,0.0,0.0,0.0,0.0,189.57,144.49628137371678,-2.699999991e-08,115.60673143260462,3.95000000042154
[Gd+3].[Gd+3].[O-2].[O-2].[O-2],362.49700000000007,-0.3564,2.0595,5.0,0.0,0.0,5.0,0.0,34.0,0.0,0.0,0.0,0.0,85.5,94.1816993478182,-0.0,4.854752972273344,3.49999999984393
COc1cc(NC(=O)c2cc3ccccc3cc2O)c(OC)cc1Cl,357.7930000000001,4.468300000000003,98.12200000000004,25.0,4.0,2.0,6.0,4.0,128.0,3.0,0.0,0.0,3.0,67.79,149.3009629222293,1.9863303805503023,955.5521119106772,3.09999999982693
CCCCCOC=O,116.15999999999998,1.3496,31.540999999999983,8.0,2.0,0.0,2.0,5.0,48.0,0.0,0.0,0.0,0.0,26.3,49.83902892936323,2.616293090417985,52.49022499567306,2904.00000018698
Clc1cc(Cl)c(Cl)nc1Cl,216.882,3.6952,44.277,10.0,1.0,0.0,5.0,0.0,54.0,1.0,0.0,0.0,1.0,12.89,77.86411600797017,3.2824629074535228,209.82001790212,29.8399999987741
Nc1nc(-c2ccc3ccccc3c2)cs1,226.304,3.545500000000001,69.46840000000003,16.0,3.0,1.0,3.0,1.0,78.0,3.0,0.0,0.0,3.0,38.91,97.3700638056669,2.181543286187168,642.9825666252442,3.20000000003696
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,271.7,2.2748,68.48370000000003,18.0,4.0,1.0,6.0,5.0,98.0,1.0,0.0,0.0,1.0,64.63,110.0243188754676,2.9903385951462527,473.3903691478888,285.000000006156
CC(=O)OC/C=C/c1ccccc1,176.215,2.2629,52.10900000000003,13.0,2.0,0.0,2.0,3.0,68.0,1.0,0.0,0.0,1.0,26.3,77.84157798884641,2.3677193200379056,288.21840549259923,283.999999984504
Nc1cc(S(=O)(=O)O)ccc1O,189.192,0.2210999999999998,42.3338,12.0,4.0,3.0,6.0,1.0,66.0,1.0,0.0,0.0,1.0,100.62,69.19416357874631,3.327295999016508,398.0091542968489,2800.00000020806
CCCCCCCCCCCC(=O)N(C)C,227.392,3.9955000000000034,70.53800000000005,16.0,1.0,0.0,2.0,10.0,96.0,0.0,0.0,0.0,0.0,20.31,101.40485428523262,3.06855151382054,166.1182766020498,28.0200000015135
CC(C)CC(C)OP(=S)([S-])OC(C)C.CC(C)CC(C)OP(=S)([S-])OC(C)C.[Zn+2],576.1200000000002,7.265500000000008,135.74599999999995,29.0,8.0,0.0,11.0,12.0,172.0,0.0,0.0,0.0,0.0,36.92,213.68042534990545,-4.506666535511115e-07,464.2527812728201,2764.00000009311
CC(=O)c1ccc2ccccc2c1,170.21099999999998,3.042400000000001,53.95250000000002,13.0,1.0,0.0,1.0,1.0,64.0,2.0,0.0,0.0,2.0,17.07,77.00447398006915,2.6860346638769905,457.3860595287063,271.999999995869
CC(Cl)CCl,112.987,1.8525,26.03499999999999,5.0,0.0,0.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,42.07566771038611,2.5395388613593903,18.854752972273342,2699.99999980255
Cc1ccc(Cl)cc1Cl,161.031,3.301820000000001,41.19900000000002,9.0,0.0,0.0,2.0,0.0,48.0,1.0,0.0,0.0,1.0,0.0,64.40287768765691,3.171678030440915,218.15617759993404,25.0000000016788
COc1ccccc1C,122.16699999999996,2.00362,37.73100000000001,9.0,1.0,0.0,1.0,1.0,48.0,1.0,0.0,0.0,1.0,9.23,55.274832577797056,3.0065240073265844,193.51405299160075,249.960000022228
O=C(O)Cc1ccc(Cl)cc1Cl,205.04,2.6205000000000007,47.801800000000014,12.0,1.0,1.0,4.0,2.0,64.0,1.0,0.0,0.0,1.0,37.3,79.7235756542933,2.9348021246299894,309.92621196610224,247.000000009396
C[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CCC2=O)CC(=O)CC4,272.38800000000003,3.841400000000003,77.17000000000004,20.0,2.0,0.0,2.0,0.0,108.0,0.0,2.0,4.0,4.0,34.14,120.55338352635827,1.6680257631301294,515.5112639294834,23.99999999957
C=CC(C)(CCC=C(C)C)OC(C)OCC,226.36,4.076600000000004,69.44000000000005,16.0,2.0,0.0,2.0,8.0,94.0,0.0,0.0,0.0,0.0,18.46,100.33138290963068,4.192440364597279,228.8898405799297,23.9000000008339
C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C,254.3259999999999,2.785400000000001,70.01400000000004,18.0,4.0,0.0,4.0,9.0,102.0,0.0,0.0,0.0,0.0,52.6,108.65442710971826,3.3162010440941296,285.7556811171552,22.9999999991878
CC(C)(C)c1cc(CO)cc(C(C)(C)C)c1O,236.355,3.479500000000003,71.42960000000005,17.0,2.0,2.0,2.0,1.0,96.0,1.0,0.0,0.0,1.0,40.46,104.30434965345846,3.5327462243952046,370.9056007735592,22.9499999998509
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,464.8310000000001,5.549700000000003,113.2386,32.0,4.0,3.0,11.0,5.0,166.0,3.0,0.0,0.0,3.0,92.35,185.11105638623687,1.6244376001208218,1137.8789445127009,0.100000000009232
S=C=S,76.14500000000001,1.0181,20.189,3.0,2.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,29.456811522239303,3.2659863237109046,23.774437510817343,2099.99999989158
COC1CC(C)CCC1C(C)C,170.296,3.093600000000002,52.14000000000004,12.0,1.0,0.0,1.0,2.0,72.0,0.0,1.0,1.0,1.0,9.23,76.49638624777327,2.501180984372024,130.9658022036436,19.9999999993715
COc1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-],272.26000000000005,2.855700000000001,74.04360000000001,20.0,4.0,1.0,6.0,4.0,102.0,2.0,0.0,0.0,2.0,81.47,114.6962867900127,2.2656881588816358,640.8770925467024,2.80000000025608
CCCCCCC(CCCC)C(=O)O,200.322,3.847800000000002,59.40980000000005,14.0,1.0,1.0,2.0,9.0,84.0,0.0,0.0,0.0,0.0,37.3,87.70937013843204,3.569818821499124,143.25715550266415,2.19999999996804
CCCCCCC(O)CCCCCCCCCCC(=O)[O-].CCCCCCC(O)CCCCCCCCCCC(=O)[O-].[Ca+2],639.0280000000002,7.556400000000009,177.63959999999952,43.0,6.0,2.0,7.0,32.0,252.0,0.0,0.0,0.0,0.0,120.72,296.13380338933587,-7.27272683252069e-07,511.8587094651711,2.20000000018952
CC[C@]12CC[C@@H]3c4ccc(OC)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,300.442,4.302300000000004,88.23480000000005,22.0,2.0,1.0,2.0,2.0,120.0,1.0,2.0,3.0,4.0,29.46,133.43087824216468,1.6847772619118833,566.8257136539846,4.0000000002479
O=C1C=Cc2cc(S(=O)(=O)[O-])ccc2/C1=N\Nc1ccc(S(=O)(=O)[O-])cc1.[Na+].[Na+],452.3770000000002,-5.085099999999998,93.0111,29.0,9.0,1.0,13.0,4.0,140.0,2.0,0.0,1.0,3.0,155.86,210.913745652686,2.1024988199423515e-06,1206.3294287940312,19000.0000010154
CC(F)(F)Cl,100.495,1.8379,16.474,5.0,0.0,0.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,33.7385301749603,3.0237157840738176,23.11941547876375,1899.99999989298
CCCCCCCCP(=O)(O)O,194.211,2.5246000000000013,50.28710000000003,12.0,1.0,2.0,4.0,7.0,74.0,0.0,0.0,0.0,0.0,57.53,74.34525374934569,3.0623984211130764,141.23839910900193,187.700000016608
ClCCCBr,157.438,2.0102,29.130999999999997,5.0,0.0,0.0,2.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,45.6399490891458,2.19060968716425,14.364527976600282,1807.00000016241
CC(C)OC(=O)CCCCC(=O)OC(C)C,230.304,2.45,60.92400000000005,16.0,4.0,0.0,4.0,7.0,94.0,0.0,0.0,0.0,0.0,52.60000000000001,97.30374894529352,3.457671280304928,197.05865002596164,180.000000001697
CCCCCC1(C)CCC(C)(C)C1=O,196.334,3.962100000000003,60.27100000000005,14.0,1.0,0.0,1.0,4.0,82.0,0.0,1.0,1.0,1.0,17.07,88.2742473471034,2.545870557311077,217.27545260758777,18.8999999989486
C=CC(C)CCCC(C)(C)OC(C)=O,198.306,3.320500000000002,59.057000000000045,14.0,2.0,0.0,2.0,6.0,82.0,0.0,0.0,0.0,0.0,26.3,87.33907858355865,3.752160171335592,194.49841012019365,18.5000000013822
CCCCCCCC(=O)NCC(=O)O,201.266,1.5477,54.02150000000003,14.0,2.0,2.0,4.0,8.0,82.0,0.0,0.0,0.0,0.0,66.4,84.69087019329064,3.2247663403096944,180.20592425326385,1556.80000001155
O=P[O-].O=P[O-].[Mn+2],180.882,-0.8957000000000002,15.213,7.0,4.0,0.0,7.0,0.0,41.0,0.0,0.0,0.0,0.0,80.25999999999999,53.97718784203269,-3.9999999812500013e-08,30.671034463057104,149999.999990601
[I-].[K+],166.002,-5.992,0.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,73.43483487190015,0.0,2.0,1430000.00002341
CCCCC(CC)C1OCCO1,172.26799999999994,2.5757000000000003,48.99800000000003,12.0,2.0,0.0,2.0,5.0,72.0,0.0,1.0,1.0,1.0,18.46,75.24498936288354,2.2234055010375444,108.40620687739316,130.799999993527
C=C(OC(C)=O)c1ccccc1,162.188,2.2204,47.242000000000026,12.0,2.0,0.0,2.0,2.0,62.0,1.0,0.0,0.0,1.0,26.3,71.4766358744498,2.725078186491341,287.9667060215555,1248.59999999043
C=CC(=O)OCCCOCC(COCCCOC(=O)C=C)OCCCOC(=O)C=C,428.4780000000003,1.7627,108.69700000000007,30.0,9.0,0.0,9.0,20.0,170.0,0.0,0.0,0.0,0.0,106.59,177.13512189638158,4.045434528323379,498.5700790346187,1200.0000001092
